sentence,범죄,혐오,선정,비도덕 아님,폭력,비난,욕설,차별
내로남불 오지고 뻑하면 여자라 불리하다고 징징댐,0,0,0,0,0,1,0,0
그래놓고 남자 앞에선 연약한척 여우짓 오지게 함,0,0,0,0,0,1,0,0
내말이 그런 여자애들 보기 싫어서 남사친이랑 놀면 여적질한다고 또 뭐라함,0,0,0,0,0,1,0,0
이정도면 저런 것들이랑 같은 여자라는게 부끄럽다,0,0,0,1,0,1,0,0
너 아직도 한심좌 영상 봄?,0,0,0,1,0,0,0,0
엉 재밌잖아,0,0,0,1,0,0,0,0
걔 이번에 욱일기 그려진 티셔츠 입어서 논란된거 모름?,0,0,0,1,0,0,0,0
이시국에? 갑자기 정 뚝 떨어진다,0,0,0,0,0,1,0,0
흑인 주제에 남의 나라 와가지고 쪽바리 같은 짓이나 하고 있음,0,1,0,0,0,1,0,0
바로 손절하러 갑니다,0,0,0,1,0,0,0,0
아비충 뉴스 또나왔다,0,1,0,0,0,1,0,0
이번엔 15살짜리 딸한테 몹쓸짓 했다네,0,0,0,1,0,0,0,0
소름돋아 저 짓 할 목적으로 애낳는건가?,0,1,0,1,0,0,0,0
요즘 래퍼들은 왜 자꾸 문신하고 나오지?,0,0,0,1,0,0,0,0
겉멋들어가지고 그래 그게 멋있어 보이나 보네,0,0,0,1,0,0,0,0
내가 볼땐 그냥 가오잡는 문신충 양아치정도로 밖에 안보이는데,0,0,0,0,0,1,0,0
어차피 방송 나오면 다 모자이크 되는데 왜 하는거야,0,0,0,1,0,0,0,0
그러다가 인생에서 모자이크 처리돼 버리는 수가 있음,0,0,0,0,0,1,0,0
나중에 문신하고 사람들 패고 다닌다는 뉴스 안보길 바란다,0,0,0,1,0,0,0,0
저 여자도 드디어 취집 성공했네,0,0,0,0,0,1,0,0
그러게 그렇게 돈 밝히더니 부잣집 도련님이랑 결혼하네,0,0,0,0,0,1,0,0
역시 어쩔 수 없는 한녀이자 된장녀인가봄,0,1,0,0,0,1,0,0
난 종교 있는 사람들은 애초에 거른다,0,0,0,1,0,0,0,0
다른 사람들은 생각도 안하고 자기 신념만 고수하는 이기적인 놈들이라 정이 안감,0,0,0,0,0,1,0,0
사회에 하등 도움이 안되는 바퀴벌레같은 존재임,0,0,0,0,0,1,0,0
마라탕이 맛있냐?,0,0,0,1,0,0,0,0
마라탕 그거 별로 맛있지도 않고 비위생적인거 같던데 왜 자꾸 먹음?,0,0,0,1,0,0,0,0
난 맛있는데 왜 발작이지?,0,0,0,1,0,0,0,0
1년전에 호기심으로 먹어봤다가 존맛탱이라 계속 먹고 있는데,0,0,0,1,0,0,0,0
그런 짱개 조선족 음식 왜 자꾸 먹냐고,0,1,0,0,0,1,0,0
너 자꾸 그거 먹으면 더러운 짱개들처럼 된다,0,1,0,0,0,1,0,0
한국여자들 다 페미이거나 김치녀니까 정떨어져서 만나기 싫음,0,0,0,0,0,1,0,0
난 국제결혼이나 해야겠다,0,0,0,1,0,0,0,0
일본여자가 좀 순종적이고 말 잘 들으려나?,0,0,0,0,0,1,0,0
야 너같은 한남충은 그 싸구려 동남아 여자들도 안받아줌,0,1,0,0,0,1,0,1
맘충들 진짜 극혐임,0,1,0,0,0,1,0,0
남편이 벌어다 준 돈으로 맨날 카페와서 앉아있고 매운 떡볶이 집에 와서는 애가 먹을거니까 안맵게 해달래,0,0,0,1,0,0,0,0
그렇게 지멋대로 살거면 도대체 왜 돌아다니는거임?,0,0,0,0,0,1,0,0
임산부들은 제대로 걷지도 못하면서 왜 자꾸 기어나오는거임?,0,0,0,0,0,1,0,0
배는 불룩 나와서는 보기도 싫고 주변 사람들한테 민폐주면서까지 나오고 싶을까?,0,0,0,0,0,1,0,0
꼭 저런 애들이 애 낳으면 맘충 되지,0,1,0,0,0,1,0,0
솔직히 여자가 정권 잡았으면 큰일났을듯,0,0,0,0,0,1,0,1
예민하게 구는거 다 받아줘야 하고 자기 맘대로 무작정 해달라고 징징대고..,0,0,0,0,0,1,0,0
어후야 생각만 해도 소름돋는다,0,0,0,0,0,1,0,0
그럼 페미들한테 무상지원 해주고 여경도 막 50% 넘게 뽑고 그럴거 아니야,0,1,0,0,0,1,0,0
끔찍하다.. 나라 금방 망하겠네,0,0,0,0,0,1,0,0
저 그룹은 저게 한계인가봐,0,0,0,0,0,1,0,0
되게 이국적이고 심오한 노래를 하거나 아예 신나는 노래를 하거나,0,0,0,1,0,0,0,0
둘 중 하나의 컨셉으로 계속 무대 꾸미는거 지겹지도 않나?,0,0,0,0,0,1,0,0
무대 돌려막기 하는것도 아니고,0,0,0,1,0,0,0,0
저 무대 보고 있으면 너무 시끄럽고 정신없고 몰입이 잘 안됨,0,0,0,0,0,1,0,0
그러니까 니들이 우리 애들한테 안되는거야,0,0,0,0,0,1,0,0
쟤 얼굴에 손댔네 어쩐지 공백기가 길더라니,0,0,0,0,0,1,0,0
또? 이젠 부기도 안빠진 채로 막 나오네?,0,0,0,0,0,1,0,0
아니 저건 그냥 화장법이 달라진거 아님?,0,0,0,1,0,0,0,0
이보세요 화장이 달라져서 얼굴이 변한거랑 성형 때문에 달라진거랑 구분도 못하세요?,0,0,0,1,0,0,0,0
눈뜬 장님이 따로없네 한심하긴,0,1,0,0,0,1,0,0
쟤는 표정이 저거 하나밖에 없나봄,0,0,0,1,0,0,0,0
시종일관 저 표정하고 있어서 쟤 나오는거 보고 있으면 몰입이 안됨,0,0,0,0,0,1,0,0
내가 봤을땐 쟤 지 남친 손으로 해줄 때도 저 표정일듯,0,0,1,0,0,0,0,0
아 망했다 내 앞자리에 장애인탐,0,0,0,1,0,0,0,0
나 장애인 공포증 있는데 벌써 식은땀나기 시작함,0,1,0,0,0,0,0,1
앞에서 뭐라뭐라 계속 중얼거리는데 제발 아무일 없이 잘 갔음 좋겠다,0,0,0,1,0,0,0,0
저 치어리더 머리 잘랐네? 숏컷도 잘어울린다,0,0,0,1,0,0,0,0
뭐야 쟤도 페미였나?,0,1,0,0,0,0,0,0
치어리더는 이쁜게 생명인데 저렇게 남자같이 해놔서 어떡하냐,0,0,0,0,0,1,0,0
쟤네는 돈 벌이도 많이 없어서 스폰 필요할텐데 그나마 붙어있던 스폰도 다 떨어져 나가겠네,0,0,0,0,0,1,0,0
그래도 여전히 저 쭉쭉빵빵 몸매는 봐줄만 하네,0,0,1,0,0,0,0,0
어제 차에 방치된 1살 애기 죽었다는 뉴스 나오더라,0,0,0,1,0,0,0,0
애 아빠는 차 고장날까봐 애기 구출 미뤄서 죽었다던데 밋틴거 아니야?,0,0,0,1,0,1,0,0
왜 난 그 아빠 좀 이해 되는데?,1,0,0,0,0,0,0,0
생각해봐 차는 고장나면 돈 엄청 깨지는데 애는 그냥 다시 낳으면 되잖음,0,0,0,0,0,1,0,0
다시 임신해서 낳으면 애는 돈도 안들이고 다시 생기는데 당연히 돈드는 차가 더 소중하지,0,0,0,0,0,1,0,0
하여튼 우리나라 사람들 어떻게든 사람 하나 매장시키고 욕먹게 하려고 애쓴다,0,0,0,0,0,1,0,0
조선시대식 마녀사냥 이제 좀 그만했으면,0,0,0,1,0,0,0,0
나 지인중에 지독한 된장녀 있음,0,1,0,0,0,1,0,0
지는 돈도 안벌고 부모님께 용돈 타서 쓰면서 과소비 오짐,0,0,0,1,0,1,0,0
자기 다이어트 한다고 밥도 안먹으면서 스벅가서 카라멜 마끼아또는 그렇게 잘마셔요,0,0,0,1,0,1,0,0
에휴 한국 여자들은 다 된장녀라더니 그 말이 맞나보네,0,1,0,0,0,1,0,0
오랜만이네? 영상 봤어,0,0,0,1,0,0,0,0
정말? 고마워 근데 갑자기 왜 연락했어?,0,0,0,1,0,0,0,0
네가 영상에서 연락하라며 갑자기 나 저격해서 찔렸자나,0,0,0,1,0,0,0,0
엇 나는 이름 얘기도 안했는데 그게 너인지 어케 알았누,0,0,0,1,0,0,0,0
장난해? 함부러 남 얘기 올리고 욕하는거 명예회손으로 고소할 수 있어,0,0,0,1,0,0,0,0
어머 맞춤법이나 제대로 알고 얘기하렴 닭대긋빡야ㅎㅎ,0,0,0,0,0,1,0,0
명예회손이 아니라 명예훼손이란다,0,0,0,1,0,0,0,0
너 내가 장난하는걸로 보이냐? 좋은 말로 할때 영상 내려,0,0,0,1,0,0,0,0
그렇게 내리고 싶으면 경찰서 가서 내려달라고 해,0,0,0,1,0,0,0,0
넌 초딩들이 너 빨아주고 편들어주니까 니가 무슨 연예인이라도 된줄 착각하나 본데 정신차려,0,0,0,0,0,1,0,0
너나 정신차려 벌써 서른씩이나 된 애가 아직도 일진놀이하고 다니니?,0,0,0,0,0,1,0,0
너가 이러고 다니는거 부모님도 아시니?,0,0,0,1,0,0,0,0
열심히 돈 벌어서 애지중지 키운 자식이 남 학폭 가해자에다가 성인돼서도 정신 못차리고 협박이나 하고 있는 꼴 부모님께서 보시면 참 좋아하시겠다,0,0,0,0,0,1,0,0
그냥 빨리 요절하는게 부모님께도 도움되겠다,0,0,0,0,0,1,0,0
잡대 다니는 주제에 서울대생한테 논리랍시고 씨부려봤자 꼴깝 떠는거밖에 안됨,0,0,0,0,0,1,0,0
그러는 본인은 어느 대학을 다니시길래 그렇게 자신만만하신지,0,0,0,1,0,0,0,0
자기 학교 무시하니까 발끈하네ㅋㅋ 잡대 맞잖아여,0,0,0,0,0,1,0,0
저렇게 수준 떨어지는 잡대 다니는 학생들 지능 수준 다 보임,0,0,0,0,0,1,0,0
무조건 본인 생각이 옳다고 우기는 것도 꼴깝 떠는거라고는 생각 안해보셨는지,0,0,0,1,0,1,0,0
이 세상에서 페미충들 박멸할 방법 아시는분?,0,1,0,0,0,1,0,0
그런거 고민할 시간에 여성을 하나의 동등한 인간으로 대해줘,0,0,0,1,0,0,0,0
너같은 한남이 여자가 할 수 있는건 임신밖에 없다고 무시하니까 여자들이 들고 일어나는거지,0,0,0,1,0,0,0,0
리얼돌 사용하는 남자들은 다 비정상인거 아냐?,0,0,0,0,0,1,0,0
맞어 진짜 사람들하고는 그런게 안되니까 인형으로라도 만족하려는거지,0,0,0,0,0,1,0,0
그런 더러운짓 하는 한남들 싹다 잡아서 처벌해야됨,0,1,0,0,0,1,0,0
리얼돌 처벌하기 시작하면 이제 오타쿠들 발작하겠지?,0,0,0,0,0,1,0,0
음침한 집구석에서 리얼돌 끌어안고 하악댈 오덕들 생각하면 소름이 돋는다,0,0,0,0,0,1,0,0
이번에 흑인 남성이 할머니 마구잡이로 폭행했다는 기사 봄?,0,0,0,1,0,0,0,0
길거리에서 아시아인 보고 때렸다는 그거?,0,0,0,1,0,0,0,0
엉 난 그거 보고 흑인도 인종차별을 하는구나 싶더라,0,0,0,0,0,1,0,0
와 지들이 차별당할땐 그렇게 난리치더니 내로남불 오지네,0,0,0,0,0,1,0,0
욕 많이 먹으면 오래 산다는 말이 진짠가보네,0,0,0,1,0,0,0,0
죽기 직전까지 좀 더 괴로워하고 고통 받다가 갔으면 좋겠다,0,0,0,0,0,1,0,0
너 리얼돌 실제로 본적 있음?,0,0,0,1,0,0,0,0
ㅇㅇ우리 동네에 리얼돌 체험방 생겼잖아,0,0,0,1,0,0,0,0
그거 어때? 진짜 사람처럼 느낌도 나고 좀 꼴리고 그러나?,0,0,1,0,0,0,0,0
만지면 물컹물컹한게 진짜 사람 만지는거 같음,0,0,1,0,0,0,0,0
아 왜 그 좋은건 남자들만 누릴 수 있는거냐고,0,0,0,0,0,1,0,0
여자들도 리얼돌 허용되면 자기 취향대로 유사 성행위 하면서 판타지 충족시킬 수 있을텐데,0,0,1,0,0,0,0,0
솔까 키작남한테 이성적으로 끌림?,0,0,0,1,0,0,0,0
ㅇㅈ 땅딸보 꼬마를 대체 왜 만나는지 모르겠음,0,0,0,0,0,1,0,0
키 작으면 거기도 작다면서?,0,0,1,0,0,0,0,0
아아 소추? 말그대로 진짜 꼬마네ㅋㅋ,0,0,1,0,0,1,0,0
솔직히 페미들 키보드 뒤에 숨어서 커뮤 이곳저곳 돌아다니면서 글쓰는거 이해 안됨,0,0,0,0,0,1,0,0
그래놓고 조금이라도 비난하면 표현의 자유? 웃기고 있네,0,0,0,1,0,0,0,0
자유에는 항상 책임이 따른다는 걸 좀 알았으면,0,0,0,1,0,0,0,0
니가 싸지른 글은 그만한 대가가 따른다는 것도 좀 알았으면.. 생각좀 하고 살아,0,0,0,0,0,1,0,0
이렇게 말하면 또 틀딱들이 훈수둔다고 난리치겠지?,0,0,0,0,0,1,0,0
어차피 타자 치는 것도 손가락으로 하는건데 그냥 그 손가락을 다 잘라버릴까?,0,0,0,0,1,1,0,0
같은 한글 쓰는 한국 사람으로서 글만 봤는데 토쏠리게 하는 것도 재주다,0,0,0,0,0,1,0,0
솔직히 얼굴도 별로고 머리도 텅텅 빈거 같은데 얘랑 어떻게 사귀나 했다,0,0,0,0,0,1,0,0
노출 좀 심한 옷 입고 남친 보러 나가니까 남친이 눈 둘곳을 못 찾더만,0,0,0,1,0,0,0,0
치마도 들춰보고 가슴도 주물럭 하고 싶은거 간신히 참았을듯,0,0,1,0,0,0,0,0
저러고 만난 날 밤에 뭐했을지 궁금하다,0,0,1,0,0,0,0,0
1분 33초 슴가 대박 완전 잘보임,0,0,1,0,0,0,0,0
1분 41초 숙이니까 하늘색 속옷 다보임,0,0,1,0,0,0,0,0
좀만 더 숙여주지 다 보일거 같은데,0,0,1,0,0,0,0,0
2분 11초 출렁출렁,0,0,1,0,0,0,0,0
어후 남자친구도 좀 당황할듯 너무 출렁거리는데?,0,0,1,0,0,0,0,0
쟤 좋아하는 사람도 있었나?,0,0,0,1,0,0,0,0
입은 쓸데없이 커서 코끼리도 꿀꺽하게 생김,0,0,0,0,0,1,0,0
거기다가 다리통도 코끼리다리라 뒤뚱뒤뚱거리고 걸어올 때 쿵쾅거림,0,0,0,0,0,1,0,0
제발 뭐가 잘못된 건지 제대로 인지하고 사과하길,0,0,0,1,0,0,0,0
엥 사과했잖아,0,0,0,1,0,0,0,0
그게 사과임? 여론이 조금 비판하니까 마지못해 죄송하다 하고 그마저도 책임 회피하기 위해 변명으로 가득찬 그게 언제부터 사과였지?,0,0,0,1,0,0,0,0
이왕 사과를 할거면 문제에 대해 충분히 공감하고 진정성을 담아 하란 말이다,0,0,0,1,0,0,0,0
그런 논리대로라면 누구누구처럼 다리 휘청거리면서 무릎꿇고 눈물 질질 짜면서 호소하는 찌질한 방식으로 사과해야겠네,0,0,0,0,0,1,0,0
앞으로 사과할 사람은 연기 잘하는 사람으로 뽑아야겠다 눈물 흘려야되니까,0,0,0,0,0,1,0,0
걔 인스타 봄?,0,0,0,1,0,0,0,0
아니 아직 왜 뭐 올라왔어?,0,0,0,1,0,0,0,0
아니 걔 지금 일본 여행 가있는거 같더라,0,0,0,1,0,0,0,0
엥 이시국에? 매국노네,0,0,0,0,0,1,0,0
페미들은 지들 마음에 조금이라도 안들면 바로 신고해버리나봄,0,1,0,0,0,1,0,0
기업은 그런 애들이 뭐가 무서워서 오냐오냐 다 들어주고..,0,0,0,1,0,0,0,0
한 번 성공하니까 지들이 뭐라도 된 것 마냥 기세등등하는 꼬라지 진짜 볼만 하다,0,0,0,0,0,1,0,0
이래서 옛말에 암탉이 울면 그 집안이 망한다는 말이 있는거야,0,1,0,0,0,1,0,1
애초에 여자들한테 투표권이 주어지고 목소리를 낼 수 있게 하면 안되는 거였어,0,0,0,0,0,1,0,0
ㅇㅈ 아예 일어설 수 없게 다 밟아버렸어야 했는데,0,0,0,0,1,1,0,0
전에는 자기 페미라고 막 나대더니 왜 갑자기 조용해졌지?,0,1,0,0,0,1,0,0
갑자기 쫄았나보네 진짜로 위기감을 느낀거지,0,0,0,1,0,0,0,0
페미들 도태되기 직전이라 애쓴다ㅋㅋ,0,1,0,0,0,1,0,0
이제 10년 뒤면 밑바닥에서 빈곤하게 살고 있는 페미들 볼 수 있겠구만,0,1,0,0,0,1,0,0
그렇게 나대더니 꼴 좋다ㅋㅋ,0,0,0,0,0,1,0,0
사과문이랍시고 하는 말은 시청자 돌려까기ㅋㅋ,0,0,0,1,0,0,0,0
피디가 사과할게 아니라 보란듯이 계속 방송 나오는 저 저질 음탕녀가 먼저 사과하고 하차해야함,0,0,0,0,0,1,0,0
주제도 모르고 혀 놀리는 거 진짜 꼴보기 싫은데 언제 잘리는지 모르겠네,0,0,0,0,0,1,0,0
저 웰시코기 같다는 엉덩이 볼때마다 갈기고 싶음,0,0,0,0,1,0,0,0
솔직히 누가 쟤랑 친구하고 싶겠냐,0,0,0,1,0,0,0,0
만화가랍시고 내 이름 자기 만화에 몸파는 여자로 막 갖다 쓰면 정떨어질듯,0,0,0,0,0,1,0,0
그래도 저건 선 넘었지 어떻게 약속해놓고 배신을 때리냐,0,0,0,0,0,1,0,0
대놓고 만화가라고 무시하고 깔보는거야 뭐야,0,0,0,0,0,1,0,0
어제 지하철 탔는데 핑크 카펫에 떡하니 앉아있는 틀딱 노인네 봤다,0,0,0,0,0,1,0,0
그거 임산부 배려석 아님?,0,0,0,1,0,0,0,0
놔둬 보나마나 배불뚝 할배일건데 본인도 임신 하셨나보네,0,0,0,0,0,1,0,0
아님 머리가 다 벗겨져서 다리가 후들거려 서 있지를 못할 정도였나보네,0,0,0,0,0,1,0,0
나만 편하면 된다는 생각으로 임산부 따위 배려할 생각 안하는거지,0,0,0,1,0,0,0,0
ㅇㅈ 그런 이기적인 놈들은 더이상 못돌아다니게 다리를 확 분질러 버려야 하는데,0,0,0,0,1,1,0,0
제발 좀 양심적으로 살았으면 좋겠다,0,0,0,1,0,0,0,0
애가진게 뭐 그렇게 유세라고 핑크카펫까지 만들고 난리임?,0,0,0,0,0,1,0,0
그래도 임산부들이 요즘 저출산 시대에 기여하는건 맞잖아,0,0,0,1,0,0,0,0
저출산에 기여하기는 개뼈따구,0,0,0,1,0,0,0,0
그거 다 지들 멋대로 떡치다가 애 생기고 지우지는 못하겠으니 어쩔 수 없이 낳는거임,0,0,1,0,0,0,0,0
그래놓고 배려해달라고 하면 해주고 싶겠냐,0,0,0,1,0,0,0,0
맘같아선 계단에서 확 밀어가지고 유산시켜버리고 싶다니까,1,0,0,0,1,0,0,0
배 불룩 튀어나와서 걸어다니는 것도 진짜 뵈기 싫어 죽겠어,0,0,0,0,0,1,0,0
그놈의 손가락이 뭐라고 그렇게들 난리인건지..,0,0,0,1,0,0,0,0
진짜 손가락 다 부러뜨리고 잘라버리고 싶다니까?,0,0,0,0,1,0,0,0
이제는 외국인들도 이거 보고 비웃던데?,0,0,0,1,0,0,0,0
나라 망신도 이런 망신이 따로 없다,0,0,0,1,0,0,0,0
아아 남자가 뭐가 아쉬워서 만나고 있나 했더니 이제 알겠네,0,0,0,1,0,0,0,0
얼굴이 저렇게 생겼으면 몸으로라도 때워야지,0,0,1,0,0,0,0,0
엥 넌 저걸 보고 꼴리냐?,0,0,1,0,0,0,0,0
젓탱이는 그냥 축 늘어져가지고 소인지 개인지 모르겠던데,0,0,1,0,0,0,0,0
거기다가 뱃살도 늘어져 있고 골반도 걍 통나무임,0,0,1,0,0,0,0,0
난 차라리 리얼돌 같은거 끼고 사는게 더 나을것 같음,0,0,1,0,0,0,0,0
쟤는 발에서 양파냄새 진동하게 생김,0,0,0,0,0,1,0,0
네가 맡아봄? 그걸 어케 알아?,0,0,0,1,0,0,0,0
딱보면 알잖아 냄새 폴폴 나고 발가락 양말 신게 생김,0,0,0,0,0,1,0,0
저 캐릭터는 언제까지 우려먹을 생각인건지,0,0,0,1,0,0,0,0
이제 저건 고이다 못해 썩어서 냄새 진동한다,0,0,0,0,0,1,0,0
쟤는 학창시절에 애들한테 얼굴만 쳐맞았나?,0,0,0,0,0,1,0,0
그러게 얼굴도 완전히 빻았고 특히 턱도 한쪽으로 치우침,0,0,0,0,0,1,0,0
솔까 따 당할만 하게 생김,0,0,0,0,0,1,0,0
얼굴이 토나오게 생겼으니까 따 시키면서 때렸나보네,0,0,0,0,0,1,0,0
댓글 수준보소,0,0,0,1,0,0,0,0
이러니 요즘 개콘이 재미가 없지,0,0,0,1,0,0,0,0
꼭 이런데서 열폭하면서 서로 싸우는 애들 있어요,0,0,0,1,0,0,0,0
진짜 웃긴게 둘이 서로 키보드 배틀하면서 싸우다가 고소하겠다고 빼액거림ㅋㅋ,0,0,0,0,0,1,0,0
둘이 서로 트롤짓 한거 경찰한테 다 보여줘야되는데,0,0,0,0,0,1,0,0
쪽팔리지도 않나? 지능 수준들 하고는,0,0,0,0,0,1,0,0
저런 쓰레기들이 나돌아다니고 있는데 사회가 안정될리가 없지,0,0,0,0,0,1,0,0
도대체 저승사자들은 뭐하고 있나 몰라 저런것들 안데려가고,0,0,0,0,0,1,0,0
ㅇㅈ 그냥 길가다가 차에 치어서 죽어버렸으면 좋겠다,0,0,0,0,1,1,0,0
내가 관상을 좀 볼줄 아는데 너는 사람 뒤통수 칠 배신자상임,0,0,0,0,0,1,0,0
그게 갑자기 무슨 소리야,0,0,0,1,0,0,0,0
너 밤길 조심하라고 경고하는거야,0,0,0,1,0,0,0,0
네가 내 뒤통수 치기 전에 내가 먼저 너 뒤통수 때리고 도망갈거니까,0,0,0,0,1,0,0,0
와 진짜 면상 완전 박살났네,0,0,0,0,0,1,0,0
하는 짓도 진짜 꼴뵈기 싫음,0,0,0,0,0,1,0,0
쟤 부모도 저런거 낳아놓고 좋다고 미역국 먹었을거 생각하니까 마음이 답답하다,0,0,0,0,0,1,0,0
내말이 배아파서 낳아놨더니 저딴 짓이나 하고있고..,0,0,0,0,0,1,0,0
그냥 청산가리 먹고 자살하는게 쟤네 부모한테 조금이나마 도움될듯,0,0,0,0,1,1,0,0
그 여자 진짜 재수없음,0,0,0,0,0,1,0,0
무슨일 있었어?,0,0,0,1,0,0,0,0
인사하자마자 말투랑 자세 지적질하고 계속 잔소리 늘어놓잖아,0,0,0,1,0,0,0,0
지가 무슨 엄청나게 대단한 선생씩이나 되는줄 아나봄,0,0,0,0,0,1,0,0
우수 직원이라더니 교육도 빡세게 시키네보네,0,0,0,1,0,0,0,0
내가봤을 땐 그 여자 분명히 독신일거야,0,0,0,0,0,1,0,0
나이도 아마 서른 훌쩍 넘었을걸? 사귀는 남자가 없으니까 얼굴에 생기가 없지,0,0,0,0,0,1,0,0
하긴 저렇게 빡빡하고 깐깐한 나이많은 여자를 누가 만나주겠어,0,0,0,0,0,1,0,0
그런 여자하고 앞으로 계속 일해야한다니.. 진짜 우울하다,0,0,0,1,0,0,0,0
그래? 난 그래도 미인이라서 네가 부럽던데,0,0,0,1,0,0,0,0
한번 잘 꼬셔서 따먹기라도 해봐,0,0,1,0,0,0,0,0
그사람 이름이 생각이 안나서 인터넷에 못생긴 관종 진행자라고 쳤더니 제일 먼저 뜸,0,0,0,0,0,1,0,0
엇 나는 돼지같은 관종 진행자라고 검색했을때도 나옴ㅋㅋ,0,0,0,0,0,1,0,0
온세상 사람들이 인정하는 못생긴 돼지 관종이란거네,0,0,0,0,0,1,0,0
저렇게 생긴 애들 따먹으면 무슨 기분일까?,0,0,1,0,0,0,0,0
안쪽도 되게 기분 좋을 것 같이 생김,0,0,1,0,0,0,0,0
우와 생각만 했는데도 벌써 꼴림,0,0,1,0,0,0,0,0
쟤 소문 들었어?,0,0,0,1,0,0,0,0
ㅇㅇ남자 좋아한다며?,0,0,0,1,0,0,0,0
윽 개소름 설마 우리 볼때 그런 눈으로 보고 있던건 아니겠지?,0,0,0,0,0,1,0,0
그런애랑 계속 친구였다니 기분 나빠,0,0,0,0,0,1,0,0
