sentence,d_num,speaker,label,혐오,선정,범죄,욕설,비난,비도덕 아님,폭력,차별
꼴페미들 댓글 수준이 딱 지들 남편 수준이겠다 그러니까 니네가 그지같은 결혼생활하고 있는거야,630,화자2,"차별,혐오,비난",1,0,0,0,1,0,0,1
우리 아내는 돈을 너무 흥청망청 쓴다,631,화자1,비도덕 아님,0,0,0,0,0,1,0,0
돈 못 벌어다주는 아비충같은 남편 둬서 그런듯,631,화자2,혐오,1,0,0,0,0,0,0,0
돈 없는 그지들은 그냥 홀아비로 사는 게 답인가,631,화자1,"기타,비난",0,0,0,0,1,0,0,0
근데 여친이 ㅅㄱ작으면 불편해?,632,화자1,선정,0,1,0,0,0,0,0,0
왜 물어봐 그거 이미 ㅅㅅ 했으면 알꺼아니야,632,화자2,선정,0,1,0,0,0,0,0,0
당연하지 ㅅㅅ할때마다 너무 아쉬워,632,화자1,선정,0,1,0,0,0,0,0,0
그런 의미에서 판뚱녀들이 오히려 따먹고 싶을 정도로 섹시할 수도 이씀,632,화자2,"혐오,비난,선정",1,1,0,0,1,0,0,0
짱깨들 때문에 코로나 생기고 레알 불편하다 민폐충들이다,633,화자1,"혐오,비난",1,0,0,0,1,0,0,0
짱깨들 하는 짓이 항상 뭐 그렇지,633,화자2,"혐오,비난",1,0,0,0,1,0,0,0
그래 이 세상에서 없어져주는 게 도움된다,633,화자1,범죄,0,0,1,0,0,0,0,0
어제 시험 개망함,634,화자1,비도덕 아님,0,0,0,0,0,1,0,0
괜찮아 스스로에게 위로를 해주자 열심히 했다,634,화자2,비도덕 아님,0,0,0,0,0,1,0,0
그 동안 안죽고 어떻게 살았는지 신기할 정도다,634,화자1,"혐오,비난",1,0,0,0,1,0,0,0
도저히 내 자신이 용서가 안된다 욕상에서 뛰어내리자,634,화자1,"혐오,비난,폭력",1,0,0,0,1,0,1,0
그래 그만하면 걍 뛰어내려,634,화자2,"혐오,비난,폭력",1,0,0,0,1,0,1,0
옆 집 친구 엄마가 계속 자기 딸자랑 해서 내가 스트레쓰 받음,635,화자1,비도덕 아님,0,0,0,0,0,1,0,0
엄친아 엄친딸 때문에 내가 이렇게 힘든거다 다 주겨버리자,635,화자2,"혐오,비난,폭력",1,0,0,0,1,0,1,0
그냥 내가 스스로 자살각이다,635,화자1,"혐오,비난,폭력",1,0,0,0,1,0,1,0
엄마가 성적 때문에 스트레스 줌,636,화자1,비도덕 아님,0,0,0,0,0,1,0,0
옥상에서 밀어버리자,636,화자2,"혐오,폭력",1,0,0,0,0,0,1,0
솔까 진짜 그러고 시픔,636,화자1,"혐오,비난,폭력",1,0,0,0,1,0,1,0
요즘 음식 먹을 때 중국 음식 절대 안시킴,637,화자1,비도덕 아님,0,0,0,0,0,1,0,0
나도 짱깨 음식 생각하면 짱깨들 생각남 극혐,637,화자2,혐오,1,0,0,0,0,0,0,0
코로나 바이러스 같이 암적인 존재들,637,화자1,혐오,1,0,0,0,0,0,0,0
솔까 중국 싫어지니가 짱깨 음식도 싫더라,638,화자1,혐오,1,0,0,0,0,0,0,0
짱깨 음식 극혐이다 불매운동하자,638,화자2,혐오,1,0,0,0,0,0,0,0
진핑이형 졸다구 문재앙 때문에 중국 더 싫어짐,638,화자1,"혐오,비난",1,0,0,0,1,0,0,0
조선족 많이 사는 지역에 같이 살고 싶은 사람 잇을까,639,화자1,비난,0,0,0,0,1,0,0,0
왜 조선족 사는 곳이 어때서,639,화자2,비도덕 아님,0,0,0,0,0,1,0,0
솔까 너가 같이 살아라,639,화자1,비난,0,0,0,0,1,0,0,0
서울에서 범죄율 제일 높은 지역 짱깨 조선족 거주지,639,화자1,"차별,혐오",1,0,0,0,0,0,0,1
조선족이 중국사람 아니고 한민족이냐?,640,화자1,혐오,1,0,0,0,0,0,0,0
짱깨랑 똑같은 종족 아니냐,640,화자2,혐오,1,0,0,0,0,0,0,0
솔직히 조선족 무서움 같이 살고 싶지 않음,640,화자1,혐오,1,0,0,0,0,0,0,0
중국인들 왜 짱깨라는 말에 기분 나빠하지?,641,화자1,혐오,1,0,0,0,0,0,0,0
조선 사람들 개무시하면서 이 지구상에서 사라졌음 좋겠다,641,화자2,"혐오,범죄",1,0,1,0,0,0,0,0
바이러스도 만들고 바퀴벌레 같은 존재들인데 개념없이 나댐,641,화자1,혐오,1,0,0,0,0,0,0,0
중국인들이 한국 사람한테 들으면 기분 나쁜 표현이 있다던데?,642,화자1,비도덕 아님,0,0,0,0,0,1,0,0
짱깨꼴라 뗏놈 짱궐라 이런거 다 뭐 그렇게 심한말 아닌 것 같은데 걔네는 이런 말 들어도 싸다 더 심한 말로도 이 땅에서 척결해야한다,642,화자2,"혐오,비난",1,0,0,0,1,0,0,0
조선족도 그런 말 들을 때 많아서 기분 나쁘대,642,화자1,비도덕 아님,0,0,0,0,0,1,0,0
"중국이 북한, 한국, 미국에서 각종 땅을 다 사들이고 있더라",643,화자1,비도덕 아님,0,0,0,0,0,1,0,0
짱깨들 돈이면 다 되는 줄 아나 짱깨를 이 땅에서 척결하자,643,화자2,"혐오,비난",1,0,0,0,1,0,0,0
짱깨든 쪽바리든 우리나라에 하등 도움이 안되는 존재들임,643,화자1,혐오,1,0,0,0,0,0,0,0
코로나 시대 진짜 불편하다 언제 끝나냐,644,화자1,비도덕 아님,0,0,0,0,0,1,0,0
지구의 바퀴벌레 짱깨들 때무니다,644,화자2,혐오,1,0,0,0,0,0,0,0
짱깨가 바이러스 그 자체다 진짜 사라져라,644,화자2,"혐오,범죄,비난",1,0,1,0,1,0,0,0
아 요즘 미세 먼지 때문에 아무 것도 못하겠다,645,화자1,비도덕 아님,0,0,0,0,0,1,0,0
짱개들 지들만 경제 발전하면 되나 극혐이다 매너없고 무개념 옛날부터 망할놈들,645,화자2,"혐오,비난",1,0,0,0,1,0,0,0
짱깨들한테 머리 조아리는 이 정부도 너무 짜증,645,화자1,"혐오,비난",1,0,0,0,1,0,0,0
짱깨 진짜 지구에서 사라져라,645,화자2,"혐오,비난,폭력",1,0,0,0,1,0,1,0
시진핑 북한이랑 또 뭔 짓거리를 준비하나?,646,화자1,"혐오,비난",1,0,0,0,1,0,0,0
짱개들은 정으니한테 뭘 또 뜯어먹으려고 저러는가 정으니는 또 저러고 왈왈대면서 순딩인 척하고 있다 진핑이 형이 도와줄 줄 아나봐,646,화자2,"혐오,비난",1,0,0,0,1,0,0,0
짱개 존재 자체가 극혐,646,화자1,"혐오,비난",1,0,0,0,1,0,0,0
코로나 시대 언제 끝날까?,647,화자1,비도덕 아님,0,0,0,0,0,1,0,0
짱깨들 안 씻는 저급 문화 때문에 이게 다 생긴거다 바이러스가,647,화자2,"혐오,비난",1,0,0,0,1,0,0,0
아무튼 짱깨들 시끄럽고 더러운 거 알아줘야함,647,화자1,"혐오,비난",1,0,0,0,1,0,0,0
중국 언롱 통제 왜 이렇게 심함?,648,화자1,비도덕 아님,0,0,0,0,0,1,0,0
골빈 짱깨들한테 뭘 바람?,648,화자2,"혐오,비난",1,0,0,0,1,0,0,0
짱깨들도 생각은 하지 않나 이따위 언론 갖고 있는 게 부끄러울 법도 한데,648,화자1,"혐오,비난",1,0,0,0,1,0,0,0
중국 요새 왜 저럼?,649,화자1,비도덕 아님,0,0,0,0,0,1,0,0
짱깨 왈왈 소리 그만 듣고 싶다,649,화자2,"비난,혐오",1,0,0,0,1,0,0,0
짱깨표 코로나 백신 맞고 나라 망해라,649,화자1,"혐오,비난",1,0,0,0,1,0,0,0
여자들이 연봉 높고 학벌 좋으면 시집 잘 못가드라,650,화자1,비도덕 아님,0,0,0,0,0,1,0,0
능력없는 한남 도태남이 여혐 중임을 드러내는 글,650,화자2,"비난,혐오",1,0,0,0,1,0,0,0
저기요 할 일없는 백수인증 그만하고 니 연봉 공개해라,650,화자2,비난,0,0,0,0,1,0,0,0
운동하는 사람들이 본능에 충실하더라,651,화자1,비도덕 아님,0,0,0,0,0,1,0,0
시야가 맨날 거기로 가더라 여자는 ㅈㅈ 남자는 슴가본능을 넘어선 희롱 수준으로 지나칠 수 있는데 너무 떳떳해서 개념없어보임,651,화자2,비난,0,0,0,0,1,0,0,0
운동하는 애들이 골빈애들 많아,651,화자1,비난,0,0,0,0,1,0,0,0
저런 사람들은 자기 앞가림도 못하면서 너무 꼴 값떤다,652,화자1,비난,0,0,0,0,1,0,0,0
항상 타인 비난하는 사람들 똑같지머,652,화자2,비도덕 아님,0,0,0,0,0,1,0,0
골 빈 냄새나는데 제발 좀 찌그러져 살았으면 좋겠다,652,화자1,"비난,혐오",1,0,0,0,1,0,0,0
중매 조건입니다 키작녀 안되고 몸은 날씬하고 숫처녀 얼굴은 동안이 좋고 학벌도 좋을 수록 환영입니다 나이는 어릴 수록 좋고 재산은 어느 정도는 모아놨으면 좋겠습니다,653,화자1,비도덕 아님,0,0,0,0,0,1,0,0
참 꼴 값 제대로 하십니다,653,화자2,비난,0,0,0,0,1,0,0,0
남 일에 관심끄시죠 님 외모 열폭하시는데 주댕이 방망이로 두들겨맞고 싶으심?,653,화자1,폭력,0,0,0,0,0,0,1,0
_은 사람들 밤에 거리에서 19금 스킨십하는 거 집에 아빠 엄마가 알면 진짜 마음 아파 하실거다 부모님 생각도 좀 하면서 놀아라 얘들아,654,화자1,비도덕 아님,0,0,0,0,0,1,0,0
꼴 값 떨고 있네,654,화자2,"혐오,비난",1,0,0,0,1,0,0,0
집에 내가 뭐하든 관심없고 필요한 돈 1도 준 적 없는 아비충들만 이따,654,화자2,"비난,혐오",1,0,0,0,1,0,0,0
_은이들 길거리에서 수위 조절 안되는 스킨십하는 거 집에 아빠는 아실지 모르겠다 진심 걱정됨,655,화자1,비도덕 아님,0,0,0,0,0,1,0,0
남의 딸 신경끄고 니들 아들 딸이나 관리해라 틀딱 아비충들,655,화자2,"혐오,비난",1,0,0,0,1,0,0,0
꼴 값 그만 떨고 자기 관리나 잘하슈,655,화자2,"혐오,비난",1,0,0,0,1,0,0,0
아니 딸 같은 애들이 옷을 너무 야하게 입고 다니더라,656,화자1,비도덕 아님,0,0,0,0,0,1,0,0
남 얘기 그만하고 본인 자식 간수나 해라 한남충 틀딱놈들아,656,화자2,"혐오,비난",1,0,0,0,1,0,0,0
꼴 값 떠는 거 그만보고 싶다 노인들아,656,화자2,"혐오,비난",1,0,0,0,1,0,0,0
_은 여자들 레깅스만 입고다니는 거 보면 신경쓰임,657,화자1,비도덕 아님,0,0,0,0,0,1,0,0
남 일 신경끄고 니들 자식이나 신경좀 써 한남충 틀딱아저씨들아,657,화자2,"혐오,비난",1,0,0,0,1,0,0,0
어른들이 얘기하면 좀 들었으면 버르장 머리가 없다,657,화자1,비도덕 아님,0,0,0,0,0,1,0,0
지겹다 꼴페미년들 꼴보기 실타,658,화자1,혐오,1,0,0,0,0,0,0,0
댓글 다는 수준 보면 누가 욕 먹어야되는지 딱 보임,658,화자2,혐오,1,0,0,0,0,0,0,0
꼴페미들은 걍 인간이 아니라 짐승같아,658,화자1,혐오,1,0,0,0,0,0,0,0
한남들 여자 외모 밖에 안보면서 페미들이 외모 지상주의라고 욕해,659,화자1,"혐오,비난",1,0,0,0,1,0,0,0
한남 구린내난다 극혐,659,화자2,혐오,1,0,0,0,0,0,0,0
한남들 외모가 꼴리니까 괜히 외모 보는 페미들 디스하는 거임,659,화자1,"혐오,비난",1,0,0,0,1,0,0,0
여자들 외모 지상주의 극혐,660,화자1,혐오,1,0,0,0,0,0,0,0
웃기시네 이런 한남들이 꼭 여친 슴가작다고 불평하더라,660,화자2,"혐오,선정",1,1,0,0,0,0,0,0
그래도 한녀들이 소추 욕하는 만큼은 아니다,660,화자1,"혐오,선정",1,1,0,0,0,0,0,0
소추는 욕 먹는 게 지당함,660,화자2,"혐오,선정",1,1,0,0,0,0,0,0
중딩 남자애들은 인간이라고볼 수 없음,661,화자1,"비도덕 아님,비난",0,0,0,0,1,1,0,0
중당 때 섹드립 개심해서 성희롱 수준임,661,화자2,비난,0,0,0,0,1,0,0,0
나도 중딩 때 그냥 서 있는데 ㅂ ㅏ ㄹ기했다고 떡치자고 대시해서 내심 기분조아씀,661,화자1,"비난,선정",0,1,0,0,1,0,0,0
그 정도는 심한 것도 아님,661,화자2,비도덕 아님,0,0,0,0,0,1,0,0
페미니즘을 정신병이라고 하는 사람들이 있더라,662,화자1,비도덕 아님,0,0,0,0,0,1,0,0
누가? 한남 정신병 증상도 만만치않다,662,화자2,"비난,혐오",1,0,0,0,1,0,0,0
환자들의 세계네 아주 그냥,662,화자1,"혐오,비난",1,0,0,0,1,0,0,0
이런 글은 늙은 한남충이 쓴 주작글이다,663,화자1,혐오,1,0,0,0,0,0,0,0
늙은이 냄새 글에서도 풀풀난다,663,화자2,혐오,1,0,0,0,0,0,0,0
한남들 늙어서도 꼬불견이다 진짜 ㅗ,663,화자1,"혐오,비난,욕설",1,0,0,1,1,0,0,0
이 여자 얼굴 어려보이고 딱 내 스타일,664,화자1,비도덕 아님,0,0,0,0,0,1,0,0
따 먹고 싶게 생겼냐,664,화자2,선정,0,1,0,0,0,0,0,0
그거는 얼굴이 중요한 게 아니라 ㅅㄱ 크기지,664,화자1,선정,0,1,0,0,0,0,0,0
애인한테 하듯 징징거리는 여자들 보면 하고 싶어 미치겠어,665,화자1,선정,0,1,0,0,0,0,0,0
하고 싶으면 하면 되잖아,665,화자2,선정,0,1,0,0,0,0,0,0
ㅅㅅ 만족스러우면 한녀도 쓸모있지,665,화자1,선정,0,1,0,0,0,0,0,0
여자를 쓸모없다고 표현도 자제 좀,665,화자2,비도덕 아님,0,0,0,0,0,1,0,0
연애해주는 사람 없다고 여기서 징징거리는 여자애들 꼴보기 싫다,666,화자1,혐오,1,0,0,0,0,0,0,0
개념없는 한녀들 하는 짓이 뭐 그렇지,666,화자2,혐오,1,0,0,0,0,0,0,0
내 여친도 뭐만 하면 징징대서 입 꼬매주고 싶어,666,화자1,"혐오,폭력",1,0,0,0,0,0,1,0
한녀들 종특인 거 뭐 어쩌겠냐,666,화자2,혐오,1,0,0,0,0,0,0,0
자기 신념을 남에게 강요할 수 없지 않나,667,화자1,비도덕 아님,0,0,0,0,0,1,0,0
맞아 그거 완전 광기다 정신나간거다,667,화자2,비난,0,0,0,0,1,0,0,0
자기 얘기 들어줄 데 없어서 여기와서 나댐,667,화자1,비난,0,0,0,0,1,0,0,0
한남들 종특인거 같음,667,화자2,혐오,1,0,0,0,0,0,0,0
페미들이 말하는 거 어떨 때는 의미있음,668,화자1,비도덕 아님,0,0,0,0,0,1,0,0
뭔소리임 꼴페미 때문에 여자인권 다 떨어진다 웃기네,668,화자2,"혐오,비난",1,0,0,0,1,0,0,0
허구헌날 한남탓 사회탓하며 징징거리는 애들 보면 쉰내나는 댓글 많긴함,668,화자1,"혐오,비난",1,0,0,0,1,0,0,0
지하철 역마다 마스크 벗고 스킨십 좀 그만했으면,669,화자1,비도덕 아님,0,0,0,0,0,1,0,0
니가 먼데 남의 사랑 간섭이냐,669,화자2,비도덕 아님,0,0,0,0,0,1,0,0
마스크 벗고 휴일에 싸돌아댕기고 스킨_하고 클럽 좀 그만가 ㅅㅅ 충들아,669,화자1,"혐오,비난",1,0,0,0,1,0,0,0
요새 20 30대들 개념이 무개념이다,670,화자1,비난,0,0,0,0,1,0,0,0
그렇게 말하는 너는 개념있음?,670,화자2,"비난,혐오",1,0,0,0,1,0,0,0
20대 30대 무턱대고 비난하는 거 보면 틀딱 노친네 같음,670,화자2,비난,0,0,0,0,1,0,0,0
코로나 시국에 마스크 벗고 클럽가고 헌팅하고 지하철역에서 키스하는 꼴이 참 보기 좋기도 하다,670,화자1,"혐오,비난",1,0,0,0,1,0,0,0
저런 일이 있는 게 말이 됨?,671,화자1,비도덕 아님,0,0,0,0,0,1,0,0
한남들 사이에 있었으면 저 여자들 금방 성범죄 피해자 되거나 죽어서 발견_을듯,671,화자2,"혐오,비난",1,0,0,0,1,0,0,0
그러게 한남들이 그냥 냅뒀겠냐고,671,화자1,"혐오,비난",1,0,0,0,1,0,0,0
페미는 여성 우월주의 무개념충들이다,672,화자1,혐오,1,0,0,0,0,0,0,0
그러니까 남자들이 무시하는거다 이녀언들아,672,화자2,욕설,0,0,0,1,0,0,0,0
여자들 욕 먹을 짓을 페미들이 만들어내는 거지,672,화자1,"비난,혐오",1,0,0,0,1,0,0,0
개공감. 남자들한테 열폭느끼는 종자들인듯,672,화자2,"혐오,비난",1,0,0,0,1,0,0,0
아니 한남도 아니고 여자끼리 길거리 레깅스 비난한다고?,673,화자1,"혐오,비난",1,0,0,0,1,0,0,0
요즘 세상에도 레깅스 보기 싫다고 까는 보수적인 사람들이 있나봐,673,화자2,비도덕 아님,0,0,0,0,0,1,0,0
아 아줌마들 몸매 열폭 쩐다 너무 티나게 안해_으면 좋겠다,673,화자1,"혐오,비난",1,0,0,0,1,0,0,0
밖에서 레깅스만 입고 다니는 거 왜 머라고 함?,674,화자1,비도덕 아님,0,0,0,0,0,1,0,0
여자가 봐도 레깅스만 입고 다니는 거 안민망해?,674,화자2,비도덕 아님,0,0,0,0,0,1,0,0
보기 싫으면 그냥 신경끄시지 왜 남일에 참견하며 나대는지,674,화자1,비난,0,0,0,0,1,0,0,0
할 일없는 백수인가봐,674,화자1,비난,0,0,0,0,1,0,0,0
여자들 바지 안 입고 레깅스 입고 다니는 거 보면 민망함을 넘어서 찌질함,675,화자1,비난,0,0,0,0,1,0,0,0
왜 ? 나는 다리 라인 이뻐 보이고 날씬해보이고 좋던데?,675,화자2,비도덕 아님,0,0,0,0,0,1,0,0
건강함을 드러내는 걸 너머서 없어보임 추해보임,675,화자1,비난,0,0,0,0,1,0,0,0
레깅스에 열폭 장난 아닌 아줌마 같아요 니마,675,화자2,비난,0,0,0,0,1,0,0,0
요새 한남들 왜 이렇게 득실거림?,676,화자1,혐오,1,0,0,0,0,0,0,0
아 진짜 요즘 여자 정치인 욕하는 한남들 극혐이야,676,화자2,혐오,1,0,0,0,0,0,0,0
뭐 말만하면 페미탓하는 무개념충들,676,화자2,혐오,1,0,0,0,0,0,0,0
페미니즘에 동조하는 게 죄야?,677,화자1,비도덕 아님,0,0,0,0,0,1,0,0
페미 혐오하는 한남이 지금 여기 90%인듯,677,화자2,"혐오,비난",1,0,0,0,1,0,0,0
한남은 그냥 입을 닫아줬으면 좋겠음,677,화자1,"혐오,비난",1,0,0,0,1,0,0,0
요새는 못배운 애들이 정치질까지 하네,678,화자1,"혐오,비난",1,0,0,0,1,0,0,0
공감. 자기 사람들 줄 세워 놓은 느낌,678,화자2,비도덕 아님,0,0,0,0,0,1,0,0
저런 사람들이 꼭 집에서는 이기적인 아비충이됨,678,화자1,"혐오,비난",1,0,0,0,1,0,0,0
아니 오세훈 너는 어디까지 병들어있는 거니,679,화자1,"혐오,비난",1,0,0,0,1,0,0,0
정치인들 다 똑같지뭐 ,679,화자2,비도덕 아님,0,0,0,0,0,1,0,0
틀딱보수들이 지지하는 애들 다 역스럽다,679,화자1,혐오,1,0,0,0,0,0,0,0
짱깨들 좋아하는 좌빨들도 뭐 거기서 거기임,679,화자2,혐오,1,0,0,0,0,0,0,0
저런 글이 수시로 올라오는데 청화대는 안보나봐,680,화자1,비도덕 아님,0,0,0,0,0,1,0,0
아고 틀딱 보수 꼴통들아 애쓴다,680,화자2,혐오,1,0,0,0,0,0,0,0
틀딱 할배들 없는 세상에 살고 싶어,680,화자1,혐오,1,0,0,0,0,0,0,0
지금 보수들이 정권 비판하는 거 너무 꼴보기 싫음,681,화자1,"혐오,비난",1,0,0,0,1,0,0,0
뭐 어쩌란 소리야....,681,화자2,"혐오,비난",1,0,0,0,1,0,0,0
정치 자기가 한번 해봐라,681,화자1,비도덕 아님,0,0,0,0,0,1,0,0
정권 교체로 국민들이 심판해보자,681,화자2,비도덕 아님,0,0,0,0,0,1,0,0
성범죄 기사 나오면 한남들 댓글 득실득실,682,화자1,"혐오,비난",1,0,0,0,1,0,0,0
남자들도 다 나쁜 사람들은 아니야,682,화자2,비도덕 아님,0,0,0,0,0,1,0,0
그래도 한남은 뭘하든 답이 없음,682,화자1,혐오,1,0,0,0,0,0,0,0
정권들이 다 종교랑 연관되어 있더라,683,화자1,비도덕 아님,0,0,0,0,0,1,0,0
스님 목사님들 할 일이나 열심히 하슈 정치권 넘보네말고,683,화자1,비난,0,0,0,0,1,0,0,0
종교인들 무양심 무개념 물타기 장난아님,683,화자2,"혐오,비난",1,0,0,0,1,0,0,0
영혼까지 함 털려야 정신을 차릴듯,683,화자2,"혐오,비난",1,0,0,0,1,0,0,0
국힘들아 좌빨 욕하기 전에 너희 양심부터 챙겨라,684,화자1,"혐오,비난",1,0,0,0,1,0,0,0
항상 남 욕하는 사람들이 자기 잘못 볼 줄을 모르더라,684,화자2,비도덕 아님,0,0,0,0,0,1,0,0
깨문이들도 양심 챙기자,684,화자1,"혐오,비난",1,0,0,0,1,0,0,0
정치꾼들 본인들이 얘기한 거 왜 기억 못한다고 함?,685,화자1,비도덕 아님,0,0,0,0,0,1,0,0
정치 하면 다 양심에 털밖에 없나봄,685,화자2,"혐오,비난",1,0,0,0,1,0,0,0
썩어빠졌다 그러니까 나라가 이모양 이꼴 망해가고 이따,685,화자1,혐오,1,0,0,0,0,0,0,0
보수 찬양하는 댓글 달면 죄인인가 여기에서,686,화자1,비도덕 아님,0,0,0,0,0,1,0,0
깨문이 벌레들이 다 달라들고 물고 뜯고 난리네요,686,화자2,"혐오,비난",1,0,0,0,1,0,0,0
